,log_return,vol_5d,vol_20d,vol_60d,vol_ratio_5_20,vol_ratio_5_60,sma_gap_20d,sma_gap_60d,sma_gap_200d,rsi_14,macd_pct,macd_hist,M2_YOY,NFCI,YIELD_SPREAD,CPI_YOY,DEBT_EQUITY,LOAN_DEPOSIT,regime_label,close
2007-10-03,-0.0020140705630466303,0.006242538806527665,0.008800917816311796,0.011848696026899148,0.7093054311855542,0.5268544987866789,0.022915394689717816,0.036438166129995286,0.05488730540712572,63.580061857742386,0.012195346700862447,0.002104867696920051,7.182320441988943,0.077,0.59,2.758756783423788,42.71,0.5823614043613582,2,109.2356948852539
2007-10-04,0.0015591557339057298,0.0058695812677480854,0.00880213780406174,0.011817422552690159,0.6668358753755901,0.4966887865418601,0.02227116200591972,0.03773511982071165,0.056043716295386625,64.240477185912,0.012210494766165002,0.001708588905585992,7.182320441988943,0.077,0.58,2.758756783423788,42.71,0.5823614043613582,2,109.40614318847656
2007-10-05,0.011812317894423715,0.006774976206950077,0.008173399320076574,0.011742701609076523,0.8289055681286112,0.5769520875599324,0.030836501423573193,0.04980780700682774,0.06801597591732578,68.87610216857354,0.012892781540361638,0.0020113581893620586,7.182320441988943,0.077,0.65,2.758756783423788,42.71,0.5805989431817136,2,110.70614624023438
2007-10-08,-0.005339901467163289,0.006558443208850455,0.0083266295136931,0.011758878806482204,0.7876468141239055,0.5577439241260863,0.021994307329759044,0.044111247952189014,0.06179560223117431,64.77491410487224,0.01303734250175366,0.0016781264050341142,7.182320441988943,0.077,0.65,2.758756783423788,42.71,0.5805989431817136,2,110.11656188964844
2007-10-09,0.009374142749708535,0.007331897054980819,0.008224550910686813,0.011819624481241566,0.8914647297585455,0.6203155664223484,0.028336227556836402,0.05366327093487211,0.07120244487620053,68.34547929254742,0.013571437280169832,0.001854565247621098,7.182320441988943,0.077,0.61,2.758756783423788,42.71,0.5805989431817136,2,111.1536636352539
2007-10-10,-0.0016631145849485575,0.007272396058568297,0.008295653282493888,0.011821820934669299,0.8766513993436846,0.6151671640737582,0.023584212360428625,0.05165263549522359,0.06882139516019037,67.04207091530756,0.01382093844740003,0.001667650960764256,7.182320441988943,0.016,0.59,2.758756783423788,42.71,0.5805989431817136,2,110.96895599365234
2007-10-11,-0.0048122042879669875,0.008128332936008195,0.008414015476408718,0.011836970925333383,0.966046824943272,0.6866902848102808,0.016252213093608914,0.04640099014960075,0.06308896694624,63.29297083550693,0.013523177157114999,0.001049011698884255,7.182320441988943,0.016,0.54,2.758756783423788,42.71,0.5805989431817136,2,110.43623352050781
2007-10-12,0.0055161884182581816,0.006535469255296244,0.008420739417811822,0.01184752096507412,0.7761158410236763,0.5516317949183184,0.019164449428680896,0.05195400142494844,0.068363843579484,65.66412837151657,0.013450397985282695,0.0008358823508162125,7.182320441988943,0.016,0.5,2.758756783423788,42.71,0.5804074349981907,1,111.04710388183594
2007-10-15,-0.008480072758173661,0.0073507981641550745,0.008602946940970958,0.011824307753134863,0.8544511798796981,0.6216683731194521,0.00805807198754227,0.04280971740894901,0.05882354171120108,59.328669155919656,0.012732281248462655,8.271002863871266e-06,7.182320441988943,0.016,0.39,2.758756783423788,42.71,0.5804074349981907,1,110.1093978881836
2007-10-16,-0.00796651169804358,0.00572574788138585,0.006264307902561091,0.011865395871926148,0.9140272110578956,0.4825585208609117,-0.0006035994389207433,0.03447288762223133,0.0499412080952657,54.091894041603844,0.011392228690452111,-0.0011468418980604706,7.182320441988943,0.016,0.41,3.5711452652454234,42.71,0.5804074349981907,1,109.2356948852539
